Domain,Word,Definition,TLD
mao.ki,maoki, ,ki
mao.li,maoli,"a variety of ʻahi, a fish that may weigh about 90 kilos; it has light, slightly pinkish flesh. ",li
maol.ua,maolua,a kind of red tapa. ,ua
maom.ao,maomao,"type of fish (KL. line 158), perhaps same as mamo, mamamo, mao. ",ao
m.au,mau,"     stopped, as menstruation (FS 115); 
     snagged, caught, as a fish or hook; 
     retarded; 
     grounded, as a canoe; 
     set, as a wager; 
     stuck or stalled, as a car.    ",au
ma.ua,maua,"failure to give a return gift; to receive without giving in return; illiberal, ungrateful, close-fisted. ",ua
mauaka.la,mauakala, ,la
mauha.la,mauhala,"grudge, resentment, spite; unforgiving, to nurse revenge. ",la
mauhi.li,mauhili,"entangled, snarled, interwoven. ",li
mau.ki,mauki, ,ki
mauko.li,maukoli,"to ration food or water, as in time of drought. ",li
mau.li,mauli,"   • life, 
   • heart, 
   • seat of life; 
   • ghost,
   • spirit.    ",li
mauliauhon.ua,mauliauhonua,"descendant of old chiefs of a land; established, ancient, as a family. ",ua
mauli.na,maulina,failure; failing; to fail. ,na
maulio.la,mauliola,"place name at Kīlauea Volcano, Hawaiʻi. ",la
maul.ua,maulua,"difficult, hard. ",ua
maum.au,maumau, ,au
mauma.ua,maumaua,"to do it continuously, repeat; repetitious; repeating. ",ua
maumau.ae,maumauae,doubtful. ,ae
mau.na,mauna,"mountain, mountainous region; mountainous. ",na
mau.nu,maunu,"   • bait; 
   • objects used in black magic, as hair, spittle, parings, excreta, clothing, food leavings.   ",nu
mawae.na,mawaena, ,na
meha.me,mehame, ,me
meha.na,mehana, ,na
meha.ni,mehani,"hot, heat, but less hot than ʻenaʻena; unapproachable, as of a high taboo chief. ",ni
mehe.lu,mehelu, ,lu
meh.eu,meheu,"track, footprint, tracing, trail, clue; trodden, beaten, as a path; walked on; to tread. ",eu
meka.la,mekala,medal. ,la
me.ki,meki,pit (often used with lua) cf. (Hal. 88.12) . ,ki
me.kia,mekia,major (the military title). ,kia
meki.la,mekila,handsome. ,la
meki.na,mekina,Messina. ,na
mekop.io,mekopio,Galbanum. ,io
melame.la,melamela,"lazy, indolent. ",la
melani.kia,melanikia,Melanesia; Melanesian. ,kia
melehu.ne,melehune,Kauaʻi. ,ne
melekia.na,melekiana,meridian. ,na
melela.na,melelana,Maryland. ,na
melene.kia,melenekia,Melanesia; Melanesian. ,kia
melen.io,melenio,millennium. ,io
melepo.na,melepona,Melbourne. ,na
me.li,meli,"bee, honey ",li
melikia.na,melikiana,meridian. ,na
melo.kia,melokia,melody. ,kia
melokia.na,melokiana,melodeon. ,na
me.lu,melu,"   • soft, decomposed, especially of fish; 
   • weakening.    ",lu
melume.lu,melumelu, ,lu
meme.ki,memeki,"anger, wrath; angry. ",ki
meme.lu,memelu, ,lu
me.na,mena, ,na
me.ne,mene,"dullness, bluntness; dull, blunt, as a knife. ",ne
menehu.ne,menehune,"legendary race of small people who worked at night, building fish ponds, roads, temples; if the work was not finished in one night, it remained unfinished; also Melehune. see ʻeʻepa. (Luomala-1951) convincingly refutes the theory that Hawaiʻi was settled by Menehune before the arrival of the first Hawaiians. ",ne
mene.ke,meneke, ,ke
meneme.ne,menemene,"   • to shrink from handling; 
   • hesitation. 
   • fig., to feel sorry, compassionate, compassion;
   • pathetic; 
   • to fear for a loved one    ",ne
m.eu,meu,blunt. ,eu
me.ua,meua, ,ua
meuk.eu,meukeu,"knuckled, as of a doubled-up fist. ",eu
meum.eu,meumeu, ,eu
mikami.na,mikamina,misdemeanor. ,na
mikel.io,mikelio,mystery. ,io
mi.ki,miki,"   • quick,  speed,
   • fast and efficient in work; 
   • active, 
   • nimble, spry, sprightly, 
   • prompt, 
   • alert, watchful, alertness.    ",ki
mi.kia,mikia, ,kia
mikihili.na,mikihilina,"most beautiful, of dress, finery, ornaments. ",na
mikika.na,mikikana,Michigan. ,na
mikila.na,mikilana,"the Chinese rice flower (Aglaia odorata), a shrub or small tree in the mahogany family, from south China and Indo-China, grown ornamentally for the handsome leaves and fragrant flowers, which are tiny, round, and yellow; clusters of them are used for leis. ",na
miki.li,mikili, ,li
mikili.ma,mikilima, ,ma
mikimi.ki,mikimiki,"redup. of miki₁, quick, active, nimble, prompt, alert...; energetic. ",ki
miki.na,mikina,same as miki ʻana. ,na
mikio.na,mikiona,mission. ,na
mikiona.li,mikionali,missionary. ,li
mikione.li,mikioneli,missionary. ,li
mikou.li,mikouli,Missouri. ,li
mi.la,mila,mill (tenth part of a cent). ,la
mila.na,milana,Milan. ,na
milen.io,milenio,millennium. ,io
mi.li,mili,"to handle, feel of, fondle, caress, as a beloved child; fondled, beloved. ",li
milia.ni,miliani,to fondle gently. ,ni
milika.na,milikana, ,na
milila.ni,mililani,"to praise, exalt; to give thanks; to treat as a favorite. ",ni
milimi.li,milimili,"   • redup. of mili₁, to handle, feel of, fondle, caress...; 
   • toy, plaything; 
   • favorite, darling, pet, beloved.    ",li
milio.na,miliona,million. ,na
mi.lu,milu,"soft, rotten. ",lu
milumi.lu,milumilu,"gloomy, shady, solemn. ",lu
mimi.ki,mimiki,to work with a will. ,ki
mimim.io,mimimio, ,io
mimi.no,mimino,"redup. of mino, dimpled, creased, wrinkled, withered, blighted, dented; shriveling, as fruit or grass...; to wither, as blighted fruit. ",no
mim.io,mimio, ,io
mi.mo,mimo,"gentle, of upright character, quiet; capable and deft but unassuming. ",mo
mimomi.mo,mimomimo, ,mo
mi.na,mina, ,na
minami.na,minamina,"to prize greatly, value greatly, especially of something in danger of being lost; to value, place great value on; value, worth. ",na
min.ao,minao,minnow. ,ao
mi.ne,mine,mine (for minerals). ,ne
mineapo.li,mineapoli,Minneapolis. ,li
minela.la,minelala,mineral. ,la
mi.no,mino,"   • dimple, dimpled, 
   • depression, 
   • dent; 
   • crown of the head; 
   • creased, wrinkled, 
   • withered, blighted, 
   • shriveling, as fruit or grass
   • dented. ",no
minomi.no,minomino,"wrinkled, as with age, mussed, as a dress. ",no
m.io,mio,"   • to disappear swiftly; to depart quickly;
   • to move swiftly, as a stream of water;  current.
   • to make off with quickly; to steal; 
   • to wilt;    ",io
miom.io,miomio,"redup. of mio₁, to disappear swiftly, to move swiftly, as a stream of water...; to dive into water without splashing. ",io
mio.na,miona,swift disappearance or movement. ,na
miu.la,miula,"mule, ass. ",la
miula.na,miulana,"orange and white champak (Michelia champaca and M. longifolia), tall trees with smooth gray trunks, from the Himalayas, related to the magnolia, bearing many-parted, orange or yellow flowers (M. champaca) or white flowers (M. longifolia), which are especially fragrant at night. (Neal 357) The orange and white species may be distinguished by qualifying miulana with the colors melemele and keʻokeʻo. The Chinese name for the white species is pak-lan, but cf. pakalana . ",na
mo.ai,moai,"bending over, arching, as a tree. ",ai
moa.la,moala,"to raise to the mouth, as poi, or as a Chinese feeds rice into his mouth. ",la
moa.na,moana,"campground, consultation place for chiefs. ",na
moanaa.na,moanaana, ,na
moa.ni,moani,"   • light or gentle breeze, usually associated with fragrance; 
   • wafted fragrance; 
   • to blow perfume.    
(see chant, kokoe; (Mele 1.12) ) ",ni
moania.ni,moaniani, ,ni
moa.no,moano,"goatfish (Parupeneus multifasciatus). The young are called ʻāhua or ʻōhua; the red color was believed caused by eating lehua flowers. The name may be qualified by the terms ʻau kī, kea (P. chryserydros), pāpaʻa, ukali, ukali ulua. ",no
moanonuikaleh.ua,moanonuikalehua,"a goddess who came with Pele from Kahiki and lived in Kaʻieʻie Channel between Kauaʻi and Oahu. She had two forms: one of a woman as beautiful as, a lehua tree laden with blossoms, the other of a red moano fish. When Māui tried to draw the islands together, Moano and others snagged his hook into a rock (Pōhakuokauaʻi) which was then pulled to Kaʻena Point. Māui caught Moano's fish body and laid it on a shrine. Her spirit returned to Kahiki, but it returned later to Kauaʻi, Oahu, and finally to ʻŌlaʻa, Hawaii. lit., great goatfish, the lehua blossom. ",ua
moau.li,moauli,"short for moana uli, dark blue sea. ",li
moeko.lu,moekolu,"striped, of three colors of about the same width and lying parallel. ",lu
moekuh.ua,moekuhua,viscous matter in the eyes. ,ua
moeleh.ua,moelehua,rain name. ,ua
moe.like,moe like,to sleep in a similar way; parallel. ,like
moelo.la,moelola,"striped tapa; an outer sheet (kilohana) for bed covers, as made by laying a red cloth or tapa over a white tapa in long panels with intervening white spaces, and then beating it into the tapa; striped. ",la
moel.ua,moelua,"striped, of two colors of about same width and lying parallel, as of tapa. ",ua
moe.moe,moemoe,"ambush, to lie in ambush; to lurk. ",moe
moe.na,moena,"couch, bed. ",na
moe.one,moeone,small worm that hides in the sand. ,one
mohaha.la,mohahala, ,la
moha.la,mohala,"   • blossoming, opening up; 
   • unfolded, as flower petals;
   • spread, as a turkey's tail; 
   • blooming, as a youth just past adolescence; 
   • shining forth, as a light; 
   • appearing clear, as a thought; evolved, developed; 
   • freed or recovered, as from fear, worry, illness.    ",la
mohih.io,mohihio, ,io
moho.la,mohola, ,la
mok.ae,mokae,"a plant resembling kiliʻoʻopu, a sedge. ",ae
moka.la,mokala, ,la
mokek.ao,mokekao,Moscow. ,ao
mokiha.na,mokihana,"a native tree (Pelea anisata), found only on Kauaʻi, belonging to the citrus family. The small, leathery, cube-shaped, anise-scented fruits, which change from green to brown, are strung in leis; they represent Kauaʻi in the leis of the islands, as designated in 1923 by the Territorial legislature. The large leaves are also fragrant. ",na
mokokaika.la,mokokaikala,motorcycle. ,la
mokumokumanah.ua,mokumokumanahua, ,ua
moku.na,mokuna,"   • division, boundary, border, as of land; 
   • severed portion, cut piece, part, severance; 
   • chapter, section, as of a book; 
   • platoon, as of soldiers (a mokuna may be divided into mahele, sections, and into paukū, squads).    ",na
mo.la,mola,"turning, twisting, spinning; unstable. ",la
mola.ki,molaki,mortgage. ,ki
mola.la,molala,moral. ,la
molamo.la,molamola, ,la
moleanahon.ua,moleanahonua,"geometry. lit., base for measuring land. ",ua
moleh.ao,molehao,"lit., iron bottom. ",ao
molemo.na,molemona,Mormon. ,na
moloh.ai,molohai,"drowsy, sleepy. ",ai
moloka.la,molokala, ,la
molo.la,molola,"tall, long. ",la
molola.ni,mololani,"well-kept, well-nursed. ",ni
mo.lu,molu,taciturn; to say little. ,lu
molu.na,moluna,"thief, robber; to rob, plunder, take by force. ",na
mom.io,momio, ,io
mo.moe,momoe,to sleep. ,moe
momo.moe,momomoe, ,moe
momomo.ni,momomoni, ,ni
momo.na,momona,sweet. ,na
momo.ni,momoni, ,ni
momo.ua,momoua,far. ,ua
mo.na,mona, ,na
moneka.na,monekana,Montana. ,na
mone.ke,moneke,Monday. ,ke
monekeke.li,monekekeli,monastery. ,li
mo.ni,moni,"to swallow, gulp down, absorb. ",ni
monimo.ni,monimoni, ,ni
monoku.ne,monokune,monsoon. ,ne
m.ua,mua,men's eating house. ,ua
muak.ua,muakua,"unfriendly, unsocial. ",ua
muam.ua,muamua,"front, forward. ",ua
mu.hu,muhu,same as more common mumuhu. ,hu
muikii.ki,muikiiki,"cramped, as on a narrow seat; to crowd together. ",ki
muio.na,muiona,"an annelid worm, resembling a centipede. ",na
muk.au,mukau,a fish of the family Bramidae. ,au
mukiki.ki,mukikiki,to thump. ,ki
mukue.la,mukuela,weasel. (Bib.) ,la
mu.la,mula,myrrh. ,la
mulele.hu,mulelehu, ,hu
muliw.ai,muliwai,"river, river mouth; pool near mouth of a stream, as behind a sand bar, enlarged by ocean water left there by high tide; estuary. ",ai
mu.mu,mumu,"thud-like sound, as of footsteps. ",mu
mumu.hu,mumuhu,"   • buzzing, humming sound, as of flies, perhaps a lower tone than the mumuhi; 
   • to swarm.    ",hu
mumu.lu,mumulu,"to swarm, as flies, bees, mosquitoes. ",lu
mu.ni,muni,"to eat sparingly, as of an invalid. ",ni
munimu.ni,munimuni, ,ni
muni.ni,munini, ,ni
mu.nu,munu,a goatfish (Parupeneus bifasciatus). ,nu
naau.au,naauau,remission of a taboo. ,au
n.ae,nae,"shortness of breath; to pant or puff for breath, as a result of overexercise or asthma. ",ae
naen.ae,naenae, ,ae
naepu.ni,naepuni, ,ni
nah.ae,nahae,"   • torn, rent; tear; to rip or tear 
   • (said figuratively of emotions).    ",ae
nahanah.ae,nahanahae, ,ae
na.hu,nahu,"   • to bite; to have a tendency to bite, as a dog; bite.
   • to sting, as beating rain; 
   • pain, as of stomachache or of childbirth;     ",hu
nah.ua,nahua, ,ua
nahu.na,nahuna,bite. ,na
nahuna.hu,nahunahu,to suffer pangs of childbirth. ,hu
nahunahui.hu,nahunahuihu,"family discord, quarrel. lit., nose biting. ",hu
naiko.la,naikola, ,la
nain.ai,nainai, ,ai
na.io,naio,"pinworm, as in the rectum; white specks in feces; larvae, as of mosquitos; worm in dung or in taro. ",io
naka.like,nakalike,Nazarite. (Bib.) ,like
naka.pa,nakapa,stacte [sweet spice used in ancient Hebrew incense]. ,pa
nakawi.la,nakawila,Nashville. ,la
na.ke,nake,name of a fish (no data). ,ke
nake.ke,nakeke,"   • rattling, as of a window; 
   • rustling, as of paper.   ",ke
nakeke.ke,nakekeke, ,ke
na.ki,naki, ,ki
naki.li,nakili,"to glimmer through, as light through a small opening; to begin to open, as eyes of a young animal; to twinkle. ",li
nakina.ki,nakinaki, ,ki
nakule.hu,nakulehu,a variety of white sweet potato. ,hu
naku.lu,nakulu,"   • dripping, as water; 
   • patter, clatter, rattle, echo; 
   • rumbling, as the stomach; 
   • grumbling; 
   • vibrating, as thunder;
   • to spread or circulate, as rumor.   ",lu
na.la,nala, ,la
na.li,nali,"to nibble, gnaw. ",li
nalina.li,nalinali, ,li
na.lu,nalu,"to ponder, meditate, reflect, mull over, speculate. cf. (Eset. 6.6) . ",lu
naluk.ai,nalukai,"weatherworn, as old canoes or persons who have weathered the storms of life. lit., ocean wave. ",ai
nalu.li,naluli,"shaky, unsteady, swaying (less common than luli). ",li
nalulilu.li,naluliluli, ,li
nalu.lu,nalulu,"   • dull headache; 
   • dull pain in the stomach, 
   • queasy; 
   • to have such pains.    ",lu
naluna.lu,nalunalu,"rough, of a sea with high waves; to form high waves. ",lu
na.mu,namu,to nibble; to chew with closed mouth. ,mu
namuna.mu,namunamu,"to grumble, complain, mumble, babble. ",mu
na.na,nana, ,na
nana.au,nanaau, ,au
nan.ae,nanae, ,ae
nanahi.li,nanahili, ,li
nana.hu,nanahu, ,hu
nanah.ua,nanahua,"ill-feeling, bitterness. ",ua
nanahu.ki,nanahuki,"to pull away from; contrary, disdainful (perhaps from nanā, surly, and huki, pull). ",ki
nan.ai,nanai,"   • difficult to climb, as a cliff; 
   • stiff-backed; to walk with stiff back; humped over as a result of stiffness.
   • to strut, act the dandy; 
   • to lean back stiffly or haughtily    ",ai
nana.ki,nanaki, ,ki
nana.la,nanala, ,la
nana.li,nanali, ,li
nana.mu,nanamu,to grumble. ,mu
nana.na,nanana,"to flutter, as wings. ",na
nanan.ai,nananai, ,ai
nanana.na,nananana,"spider (Araneida); today this is the house spider, formerly the outdoors spider. ",na
nanana.pa,nananapa, ,pa
nan.ao,nanao, ,ao
nanap.au,nanapau,a tree. ,au
nan.au,nanau, ,au
nanau.ki,nanauki, ,ki
na.ne,nane,"riddle, puzzle, parable, allegory; to riddle, speak in parables ",ne
nane.ki,naneki,"nankeen, denim. ",ki
naneki.na,nanekina,Nanking. ,na
nanena.ne,nanenane, ,ne
na.ni,nani,"beautiful flower (sometimes followed by -o- + place name). see nani ahiahi, nani aliʻi, nanikupulau, nani mau loa, naniohilo, nanioolaʻa, nani Waiʻaleʻale  below... ",ni
nanina.ni,naninani, ,ni
na.no,nano, ,no
na.nu,nanu, ,nu
nanu.lu,nanulu, ,lu
n.ao,nao,"   • ripple;    • ridge, as of twilled cloth or a tapa beater; 
   • groove; grooved
   • streak on tapa; 
   • grain of wood or stone; 
   • thread of a screw;     ",ao
naomakal.ua,naomakalua,"fish-basket trap made of ʻinalua vines, used for small fish. lit., double-meshed groove. ",ua
naon.ao,naonao,"ants, Formicidae. ",ao
naouananahu.ki,naouananahuki,name of a tapa design. ,ki
naowi.li,naowili,"a bit for a drill. lit., twisting thread. ",li
na.pa,napa,"uneven, bent, crooked, out of shape; warped. ",pa
napana.pa,napanapa,"to writhe and twist, as an eel. ",pa
na.pe,nape,"   • bending and swaying, as coconut fronds; 
   • surging, as the sea; 
   • to rise and fall, as the chest in breathing; 
   • yielding, springy.   ",pe
nape.la,napela,Naples. ,la
napena.pe,napenape,"fluttering, flickering, flexible. ",pe
n.au,nau,"   • to chew, munch, masticate, 
   • gnash the teeth; 
   • grinder, as of a sugar mill; 
   • feed dog on sewing machine that holds cloth at the needle.
   • fig., surly, full of hatred, as eyes.    ",au
na.ua,naua, ,ua
nauew.ai,nauewai,a variety of sweet potato. ,ai
nau.ki,nauki,"impatient, irritable, cross, vexed. ",ki
naun.au,naunau,"redup. of nau, 
   • to chew, munch, masticate, 
   • gnash the teeth; 
   • grinder...; 
   • to munch one's words and speak indistinctly, mumble.    ",au
