Word,Definition
mākoʻa,coral head in the sea. 
mākoʻakoʻa, 
mākoe,"to rake, strip, scrape away. "
mākoʻe, 
mākoeā,"tedious, wearisome, difficult, as a task; hard to get along with, of a person. "
mākohi₁, 
mākohi₂,"a red variety of taro, used for pink poi, sometimes qualified by the colors ʻeleʻele or ʻulaʻula. "
Mākohilani,name of a star. 
mākoi₁,fishing pole; to fish with a pole (also mōkoi). 
mākoi₂, 
Mākoi₃,Magi. 
mākoi₄,"magician, enchanter. "
mākoiele,"to teeter, seesaw; to swing on a single rope. "
mākoi kanaka,"a sport of strength; players lie on the ground, with bodies rigid. They are lifted up from the back and hoisted to their feet. "
mākoikoi, 
mākoʻiole,"to hold the breath, of divers. "
mākoko₁,fresh-water leech or bloodsucker. 
mākoko₂,reddish. 
mākoko₃,"a variety of taro, used for red poi. "
mākole₁,"   • inflamed or sore eye; bloodshot; red-eyed; 
   • red-hot; 
   • red or yellow, as dying leaves; 
   • red, as a tinted cloud.    "
mākole₂,"slightly decomposed pinkish octopus, relished by some; to turn pinkish, as octopus. "
mākole₃,rainbow. 
mākole₄,"a small, smooth, succulent herb (Nertera granadensis var. insularis, commonly known as N. depressa), creeping on damp forest floors, a member of the coffee family with small ovate leaves and round, red to yellow, berry-like fruits. "
mākole₅,to scrape. 
mākole₆, 
mākolea,"bold, shameless. "
mākolekole, 
mākole lau,"leaf turning yellow or red, or drying. "
mākole mākōpiʻi,"a native moss (Thuidium hawaiense), the plants branching in one plane, looking like small ferns. "
mākoli,"fragment; tiny bit, as of small shavings. "
makolo, 
makoloa, 
mākolokolo,"lit., creeper. "
mākolokolopā, 
mākolu₁,"   • thick, heavy, deep, as clouds; 
   • thick-coated, as dust; 
   • laden, as a high chief with taboo.    "
mākolu₂,"   • net mesh large enough to admit the entrance of three fingers; 
   • a net with such a mesh; 
   • three-ply, as sennit.    "
mākolukolu₁,chubby. 
mākolukolu₂,"   • extremely, 
   • threefold.    "
mākōmakō, 
Makona,Mason. 
mākonā,"hard, mean, hard-hearted, malevolent, unyielding, arbitrary, implacable, nasty; evil disposition. "
mākōpiʻi, 
makou₁,"all native and introduced species of buttercups (Ranunculus), coarse herbs with subdivided leaves and small yellow flowers. "
makou₂,"a native perennial herb (Peucedanum sandwicense), in the parsley family, with coarse leaves much subdivided and tuberous roots that were used medicinally. "
makou₃,"a native fern (Botrychium subbifoliatum), with fronds fan-shaped and lobed much like leaves of buttercups. "
makou₄,"to blush; red, as with sunburn; bloodshot. "
makou₅,"kukui lamps, as burned all night while court retainers told stories to the chiefs; courtiers who told such stories; venerable statesmen who had served under three kings, presumably in three generations, perhaps so called because the makou torch consisted of three strings of kukui nuts. "
mākū₁,"   • firm, hard; 
   • thick, stiff, as molasses; 
   • jellied, solidified; to gel, harden; 
   • to settle, as dregs; 
   • to thicken, as cream;
   • dregs, sediment, lees.    "
mākū₂, 
mākua₂, 
mākuʻa, 
makua aliʻi,"progenitor, patriarch, head of a tribe. "
mākuahine, 
makuahine hanauna,female cousin of the parents' generation. 
makuahine kōlea,stepmother. 
makuahine makua,"aunt who is older sister or cousin of the father or mother. lit., older mother. "
makuahine ʻōpio,"aunt who is younger sister of the father or mother. lit., young mother. "
makuahine papakema,godmother. 
makuahōnōwai, 
makuahūnōai,"parent-in-law; uncle- or aunt-in law; cousin of parent-in-law (sex may be designated by addition of kāne, male, or wahine, female). "
mākua kāne, 
makua kāne hanauna,male cousin of the parents' generation. 
makua kāne kōlea,stepfather. 
makua kāne makua,uncle who is older brother or cousin of the father or mother. 
makua kāne ʻōpio,uncle who is younger brother of the father or mother. 
makua kāne papakema,godfather. 
Makuakaʻūmana,"name of a star, said to be in the Kaulua constellation. "
makuakeahu,spirit of a living person. 
makua kōlea,stepparent. 
mākuakua₁,"aged, old. "
mākuakua₂,"coarse, thick, as cloth; furrowed, as plowed land. "
mākuakua₃,a variety of grass. 
mākuakua₄,"young of mākua, a fish. "
mākuʻakuʻa, 
makualiʻi, 
makua lua,very old. 
makua mea keiki,a person who has children; mother and child. 
makuaokalimukohu,"a seaweed. lit., parent of the limu kohu. "
makuaokalīpoa,sponge crab. 
makua papakema,godparent. 
makua ʻuhane,"spiritual father, Catholic priest. "
makua wahine, 
mākuʻe₂,"frown, scowl; to frown, scowl. "
mākuʻe₃,"a native fern (Elaphoglossum hirtum var. micans), with long, narrow, undivided fronds, which are coated on both sides with soft, brown scales. "
mākuʻekuʻe₁, 
mākuʻekuʻe₂,bunch grass. 
mākuʻekuʻe₃,Molokaʻi. 
mākuʻe lau liʻi,"a small native fern (Grammitis hookeri), with narrow, unbranched fronds 8 to 24 cm long, clothed with dark-red hairs. lit., small-leaved mākuʻe. "
makuʻi,"joint, joining. "
makuika,marquis. 
makukana,boxfish (Lactoria fornasini). 
mākūkoaʻe,"tropic bird phantom, a poetic name for death and the spirit of death; to hover, of this bird; also similar to akua hoʻounauna. "
mākūkū, 
Makula,Saturn. 
makule,"aged, elderly, old, of people. "
makulu₁, 
Makulu₂,Saturn. 
mākulukulu₁, 
Mākulukulu₂,Saturn. 
mākuma, 
mākumakū,"thick, heavy. "
mākumakuma, 
makuʻu₁,"topknot of hair; pommel, horn, of a saddle; end pieces of a canoe; neck cut on the stern end of a canoe hull hewn in the mountains, to which a rope was fastened for dragging the canoe to the sea. "
makuʻu₂,"bundle, as of white tapa fastened to ridgepole during certain ceremonies. "
makuʻu₃,"uncontrollable bowel discharge, as after eating great quantities of wolu (walu), a fish; to have such discharge. "
mala₁,"aching, as after unaccustomed exercise; stiff and sore, bruised. "
mala₂,"sour, as fermented sweet potatoes, insipid. "
mala₃, 
mālaʻai,"taro patch, food garden or plantation. "
Malae,Malaya; Malay. 
-malae, 
Malae,Malaya. 
mālaʻe,"   • clear, calm; 
   • clear of weeds, as a field; 
   • serene, as a cloudless sky.   "
Malaea, 
mālaʻea, 
mālaʻelaʻe, 
mālahi, 
malahia, 
malai, 
malaia₁,"soured, a sour disposition, crosspatch. "
Malaia₂,"Malay, Malaya, Malaysia. "
mālailena₁,"bitter, sour; sour or disagreeable disposition. "
mālailena₂, 
Malailua₁,"name of a strong, blustering wind at Nuʻu-anu; to blow, of this wind. "
malailua₂,"hornless goat or cow (said to be named for a particular goat at Kona, Hawaiʻi). "
malaioa,"broken into small or minute particles, as dust. "
malaka₁,mulatto. 
Malaka₃,Malacca. 
māla kalo,taro patch. 
malakeke,molasses. 
malakia, 
malakile,martyr. 
māla kō,sugar cane field. 
māla kūlina,corn field. 
māla lāʻau huaʻai,orchard. 
mālalaioa₁,a thin person; thin. 
mālalaioa₂,person skilled in trade or occupation. 
Malalei,stroke in lua fighting. 
mala lua,aching greatly. 
malama₁,"light, month, moon. "
malama₂,perhaps. 
mālama₂,pancreas. 
mālama₃,"stroke in lua fighting. see:
     Mālamakaʻōpuahiki, stroke in lua fighting. lit., the rising cloud bank preserves...
     Mālamakūʻē, stroke in lua fighting. lit., watch opposition...
     Mālamakūloko, a stroke in lua fighting. lit., watch within...
     Mālamakūwaho,  a stroke in lua fighting. lit., watch without... "
mālama hale,"custodian of a house, janitor, housekeeper. "
mālama hele,to take constant care of. 
Mālamaihaneʻelekia,unidentified star. 
Malamaiku,"unidentified star, pronunciation uncertain. "
Mālamakaʻōpuahiki,"stroke in lua fighting. lit., the rising cloud bank preserves. "
Mālamakūʻē,"stroke in lua fighting. lit., watch opposition. "
Mālamakūloko,"a stroke in lua fighting. lit., watch within. "
Mālamakūwaho,"a stroke in lua fighting. lit., watch without. "
malamala, 
mālamalama₁,"   • light of knowledge, 
   • clarity of thinking or explanation, 
   • enlightenment; 
   • shining, radiant, 
   • clear.    "
mālamalama₂,"Coris ballieui, a fish; the name may be qualified by the colors ʻula and uli. "
Mālamalama₃,"star name, no data. "
Mālamalamaiki,"wind associated with Ke-ālia, Kauaʻi. "
mālama moku,mate of a ship. 
mālama ola,to support financially; means of livelihood. 
mālama pipi,"to work with cattle, as a cowboy; one who does so. "
mālama puka,"doorkeeper, sergeant-at-arms. "
mālama pūʻolo,"keeper of bundles, especially for objects used in sorcery; to keep such bundles. "
mālama waihona puke,librarian. 
mālama waiwai,"trustee, executor. "
malana, 
mālana₁,"buoyant, light; to float, as canoes; to move together, as people; unsteady, shallow-rooted. "
Mālana₂,name of a star. 
Malanai,"name of a gentle breeze associated with Kōloa, Kauaʻi, Hāna, Maui (For. 5:97), and Kailua, Oʻahu. "
mālānai₁, 
mālānai₂,"loosely drawn, as a cord. "
mālanalana, 
malanaʻopi,"unstable, about to collapse. "
mālani,"sketchy, not deep, superficial, as of knowledge, emotion, a sore; obvious or plain rather than profound; mild, as of sickness. "
malaʻo,"aggravating, annoying. "
malāoa,"sad, sorrowful; moping over one's woes. "
mālaʻolaʻo₁, 
mālaʻolaʻo₂,twilight. 
māla pua,flower garden. 
-malau, 
malau₁,"canoe bait carrier, some two or three fathoms long, with holes pierced in the sides and bottom to admit water, as used for bonito fishing. "
malau₂,"calm, as the sea. "
malau₃,"spoiled, decomposed, as meat or fish. "
malauea,lazy. 
mālaulau,"to trade, peddle. "
malaulauā, 
māla waina,"vineyard. lit., grape garden. "
male₁,"phlegm, mucus from lungs or throat. "
male₂,"young uhu, a fish. "
male₃,"marriage, matrimony, wedding; to marry, mate. "
male₄,a card game. 
mālehulehu, 
mālei₁, 
Mālei₂,"legendary fish guardian, Makapuʻu to Hanauma, Oʻahu. "
maleiʻia,to be decked with leis. 
maleila,"common pronunciation of malaila, but not so written. "
mālei ʻula, 
Maleka₁,America. 
Maleka₂,Mars. 
malela,"lazy, idle. "
malele₁,"scattered here and there, spreading here and there, unsystematic, haphazard, irregular. "
mālena₁,"ashes used as medicine, as of bamboo or makaloa reed. "
mālena₂,"tight, taut. "
mālena₃,yellow. 
mālena₄, 
mālenalena, 
maleʻole,"unmarried, single. "
maleuō,"rough, as the sea. "
malewa,"to sway, move to and fro, pass by; passer-by. "
mālewa,net mesh wide enough for the entire hand to pass through. 
mali₁,"to flatter, soothe, persuade with soft words, cajole, speak gently (less common than hoʻomalimali). "
mali₂,"to tie, as bait to a hook, hook to a line, feathers to a lei, or the end of a rope so that it will not unravel; a string used for such purposes. "
malia₁, 
malia₂,"perhaps, maybe (usually followed by o or paha). "
maliʻa₁, 
maliʻa₂,"to recollect, recall. "
mālia, 
mālielie, 
-malihia, 
māliʻi, 
-maliko, 
māliko₁,"to bud, as leaves. "
māliko₂,"transparent, as small fish of some species, as manini; a stage of growth of fish. "
malila₁,"ghostly, shadowy. "
malila₂,"common pronunciation of malaila, there, but not so written. "
mālili₁,"blighted, blasted, withered, stunted, as fruits. "
mālili₂, 
malimali, 
malina₁,"calming, soothing. "
malina₂,"sisal (Agave sisalana; Furcrae foetida on Niʻihau), a tropical American plant grown for its fiber; used for rope, twine, hula skirts. The plant forms a huge rosette of stiff, straight leaves (1.8 m by 15 cm). It is called malina because marine ropes were made from it. "
malina₃,"to splice, as rope. "
malina₄,Marine. 
malino,"   • calm, pacific, as the sea; 
   • quiet, peaceful, 
   • smooth, as ironing nicely done or as a canoe with a smooth finish; 
   • unwrinkled.    "
mālinolino, 
maliʻo₁,"dawn light, twilight, especially as it pierces the shadows of night. But cf. (UL 63). "
Maliʻo₂,a mythical woman. 
mālipolipo,"shady; deep, dark shade. "
maliu₁,"   • to heed, give attention, listen, 
   • turn toward,
   • look upon with favor.   "
Maliu₂,name of a star. 
maliʻu₁,"well salted. fig., seasoned with wisdom. "
maliʻu₂,"depth of tone; deep tone or sound, of the human voice. "
malo₂,"leaf sheath that protects the young leaves of the breadfruit tree, sometimes called malo ʻulu. "
malō, 
mālō,"   • taut, 
   • firm, 
   • straight.   "
māloʻeloʻe₁,"   • tired, exhausted; 
   • stiff or aching, as from unaccustomed exercise.   "
māloʻeloʻe₂,"taut, firm, as a rope. "
malohāhā, 
malohi,"drowsy, sleepy, sluggish. "
mālohilohi, 
māloʻi,"to well up, of tears in the eyes; to form puddles, pools. "
maloka,"skeptical, unbelieving. "
malo kai,"loincloth worn in the sea; to wear a loin-cloth in the sea, i.e., to go swimming or fishing; poetic name for the sea, which acts as malo for the bather. "
malo kea,"white loincloth, an epithet for a female priest enjoying masculine privileges and exemption from female taboos; in particular she might enter the heiau temple where female deities were worshipped. "
malolo₁,"to rest, pause, adjourn; adjournment, pause. "
malolo₂,"low, of a tide. "
mālolo₁,"general term for Hawaiian flying fishes (Parexocoetus brachypterus and others). This name may be qualified by the terms ʻēheu lā, ʻēheu ʻula, and hāpuʻu. fig., fickle person who leaps from mate to mate. "
mālolo₂, 
mālolo₃,an ancient type of tapa (no data). 
mālōlohi, 
mālolohia, 
maloʻohāhā,"very dry, as some turkey meat; desiccated, arid, fig., cold, devoid of animation or expression. "
Maloolīloa, 
malo wai,"a loincloth wet in fresh water; it was taboo to appear in a chief's presence in such disrespectful array, and death was said to be a penalty. "
